Описание;Цена;Рейтинг;Ссылка
Смартфон NOTHING Phone 2 12/512Gb,  A065,  белый;81990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-2-a065-512gb-12gb-belyi-3g-4g-6-7-and13-802-11-2060594/
Смартфон Apple iPhone 16 Pro 128Gb,  A3294,  бежевый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-bezhevyi-titan-2060202/
Смартфон Apple iPhone 16 128Gb,  A3287,  ультрамарин;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-ultramarin-2057440/
Смартфон Xiaomi Redmi Note 13 8/512Gb,  голубой;23990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-512gb-8gb-sinii-3g-4g-6-67-1080x2400-and-2056905/
Смартфон TECNO Pova 6 12/256Gb,  зеленый;21990₽;5;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-12gb-zelenyi-3g-4g-6-8-1080x2436-and14-108-2048147/
Смартфон TECNO Pova Neo 6 8/256Gb,  зеленый;17990₽;4.5;https://www.citilink.ru/product/smartfon-tecno-pova-neo-6-256gb-8gb-zelenyi-3g-4g-6-8-1080x2460-and13-2045763/
Смартфон Samsung Galaxy Z Fold 6 12/256Gb,  SM-F956B,  серый;189990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-256gb-12gb-seryi-3g-4g-7-2031410/
Смартфон Xiaomi Redmi 13 8/256 Gb,  голубой;16990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-256gb-8gb-goluboi-3g-4g-2sim-6-79-ips-1080x24-2029543/
Смартфон Honor 200 8/256Gb,  изумрудный зеленый;39990₽;5;https://www.citilink.ru/product/smartfon-honor-200-256gb-8gb-izumrudnyi-zelenyi-3g-4g-2sim-6-7-amoled-2028608/
Смартфон REALME 12 8/256Gb,  RMX3871,  зеленый малахит;21990₽;4.4;https://www.citilink.ru/product/smartfon-realme-12-4g-rmx3871-256gb-8gb-zelenyi-3g-4g-2sim-6-67-amoled-2028074/
Смартфон INFINIX Note 40 Pro+ 5G 12/256Gb,  X6851B,  зеленый;36990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-5g-x6851b-256gb-12gb-zelenyi-3g-4g-6-78-1-2024022/
Смартфон Xiaomi Poco X5 5G 6/128Gb,  голубой;28990₽;4.9;https://www.citilink.ru/product/smartfon-xiaomi-poco-x5-5g-6-128gb-goluboi-1901558/
Смартфон Apple iPhone 13 128Gb,  A2633,  синий;63690₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-13-128gb-a2633-sinii-2008117/
Смартфон Honor 200 8/256Gb,  полуночный черный;39990₽;5;https://www.citilink.ru/product/smartfon-honor-200-256gb-8gb-polun-cher-3g-4g-2sim-6-7-amoled-1200x120-2028607/
Смартфон OPPO A78 8/256Gb,  лазурный;19990₽;5;https://www.citilink.ru/product/smartfon-oppo-a78-8-256gb-lazurnyi-1987347/
Смартфон Motorola Razr 40 Ultra 8/256Gb,  XT2321-1,  черный;94990₽;4.8;https://www.citilink.ru/product/smartfon-motorola-razr-40-ultra-8-256gb-xt2321-1-chernyi-1969134/
Смартфон Huawei nova 11 8/256Gb,  FOA-LX9,  зеленый;31990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-11-8-256gb-foa-lx9-zelenyi-1941750/
Смартфон TECNO Spark 20 8/256Gb,  черный;13990₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-20-8-256gb-chernyi-1998579/
Смартфон Apple iPhone 14 128Gb,  A2884,  фиолетовый;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-fioletovyi-1877925/
Смартфон TECNO Pova 6 8/256Gb,  серый;19990₽;5;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-8gb-seryi-3g-4g-6-8-1080x2436-and14-108mpi-2023453/
Смартфон INFINIX Note 30 8/256Gb,  X6833B,  золотистый;21990₽;4.8;https://www.citilink.ru/product/smartfon-infinix-note-30-8-256gb-x6833b-zolotistyi-1942668/
Смартфон Xiaomi Poco X5 Pro 5G 6/128Gb,  голубой;35990₽;4.6;https://www.citilink.ru/product/smartfon-xiaomi-poco-x5-pro-5g-6-128gb-goluboi-1901552/
Смартфон ASUS ROG Phone 8 12/256Gb,  AI2401_A,  черный;92990₽;5;https://www.citilink.ru/product/smartfon-asus-rog-phone-8-ai2401-a-256gb-12gb-chernyi-3g-4g-6-78-1080x-2015094/
Смартфон vivo V27e 8/128Gb,  черный оникс;18490₽;5;https://www.citilink.ru/product/smartfon-vivo-v27e-8-128gb-chernyi-oniks-1913373/
Смартфон Apple iPhone 16 Pro Max 512Gb,  A3297,  бежевый титан;210890₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-512gb-a3297-bezhevyi-titan-2060123/
Смартфон INFINIX Note 40 Pro 12/256Gb,  X6850,  зеленый;27990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-x6850-256gb-12gb-zelenyi-3g-4g-2sim-6-78-2014113/
Смартфон Samsung Galaxy S24 8/128Gb,  SM-S921B,  желтый;74990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-8-128gb-sm-s921b-zheltyi-2000102/
Смартфон vivo Y36 8/128Gb,  черный;17990₽;4.9;https://www.citilink.ru/product/smartfon-vivo-y36-8-128gb-chernyi-1940092/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  голубой;34990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-goluboi-3g-4g-6-6-10-2011864/
Смартфон Xiaomi Redmi Note 12S 6/128Gb,  зеленый;25990₽;4.8;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-12s-6-128gb-zelenyi-1924735/
Смартфон OPPO Reno11 F 8/256Gb,  CPH2603,  зеленый;29990₽;4.8;https://www.citilink.ru/product/smartfon-oppo-reno11-f-cph2603-256gb-8gb-zelenyi-3g-4g-6-7-1080x2412-a-2013482/
Смартфон Samsung Galaxy S23 8/128Gb,  SM-S911B,  черный фантом;66190₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-5g-8-128gb-sm-s911b-chernyi-fantom-1996982/
Смартфон Honor 200 8/256Gb,  белый лунный;39990₽;5;https://www.citilink.ru/product/smartfon-honor-200-256gb-8gb-belyi-lunnyi-3g-4g-2sim-6-7-amoled-1200x1-2028609/
Смартфон Huawei nova 12i 8/256Gb,  CTR-L81,  зеленый;21990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-12ii-ctr-l81-256gb-8gb-zelenyi-3g-4g-6-8-1080x238-2015329/
Смартфон Samsung Galaxy Z Fold 6 12/256Gb,  SM-F956B,  синий;189990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-256gb-12gb-sinii-3g-4g-7-2031406/
Смартфон REALME 12 8/512Gb,  RMX3871,  зеленый малахит;25990₽;4;https://www.citilink.ru/product/smartfon-realme-12-4g-rmx3871-512gb-8gb-zelenyi-3g-4g-2sim-6-67-amoled-2028076/
Смартфон Huawei Pura 70 Ultra 16/512Gb,  HBP-LX9,  черный;109990₽;;https://www.citilink.ru/product/smartfon-huawei-pura-70-ultra-hbp-lx9-512gb-16gb-chernyi-3g-4g-6-8-126-2025201/
Смартфон TECNO Camon 30 8/256Gb,  белый;19490₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30-256gb-8gb-belyi-3g-4g-6-78-1080x2400-and14-64m-2020942/
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 8/256Gb,  черный;43990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-pro-5g-8-256gb-chernyi-2004248/
Смартфон Xiaomi Redmi Note 13 8/512Gb,  полночный черный;23990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-512gb-8gb-chernyi-poln-3g-4g-6-67-1080x2-2062216/
Смартфон Xiaomi 14T Pro 12/256Gb,  2407FPN8EG,  титановый;74990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14t-pro-2406apnfag-256gb-12gb-titanovyi-seryi-3g-4g-6-2062214/
Смартфон Apple iPhone 16 Pro 128Gb,  A3294,  белый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-belyi-titan-2060200/
Смартфон REALME 13+ 12/256Gb,  RMX5000,  темно-фиолетовый;35990₽;5;https://www.citilink.ru/product/smartfon-realme-13-rmx5000-256gb-12gb-t-fioletovyi-3g-4g-6-67-1080x240-2061780/
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 8/256Gb,  белый;43990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-pro-5g-8-256gb-belyi-2004247/
Смартфон ITEL A70 4/256Gb,  A665L,  золотой;7990₽;5;https://www.citilink.ru/product/smartfon-itel-a70-4-256gb-a665l-zolotoi-1995491/
Смартфон OPPO A38 4/128Gb,  черный;10990₽;5;https://www.citilink.ru/product/smartfon-oppo-a38-4-128gb-chernyi-1978514/
Смартфон Xiaomi Poco X5 5G 6/128Gb,  зеленый;28990₽;4.9;https://www.citilink.ru/product/smartfon-xiaomi-poco-x5-5g-6-128gb-zelenyi-1901559/
Смартфон Xiaomi Poco X5 Pro 5G 6/128Gb,  желтый;35990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-x5-pro-5g-6-128gb-zheltyi-1901553/
Смартфон NOTHING Phone 2 12/512Gb,  A065,  белый;81990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-2-a065-512gb-12gb-belyi-3g-4g-6-7-and13-802-11-2060594/
Смартфон Apple iPhone 16 Pro 128Gb,  A3294,  бежевый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-bezhevyi-titan-2060202/
Смартфон Apple iPhone 16 128Gb,  A3287,  ультрамарин;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-ultramarin-2057440/
Смартфон Xiaomi Redmi Note 13 8/512Gb,  голубой;23990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-512gb-8gb-sinii-3g-4g-6-67-1080x2400-and-2056905/
Смартфон TECNO Pova 6 12/256Gb,  зеленый;21990₽;5;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-12gb-zelenyi-3g-4g-6-8-1080x2436-and14-108-2048147/
Смартфон TECNO Pova Neo 6 8/256Gb,  зеленый;17990₽;4.5;https://www.citilink.ru/product/smartfon-tecno-pova-neo-6-256gb-8gb-zelenyi-3g-4g-6-8-1080x2460-and13-2045763/
Смартфон Samsung Galaxy Z Fold 6 12/256Gb,  SM-F956B,  серый;189990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-256gb-12gb-seryi-3g-4g-7-2031410/
Смартфон Xiaomi Redmi 13 8/256 Gb,  голубой;16990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-256gb-8gb-goluboi-3g-4g-2sim-6-79-ips-1080x24-2029543/
Смартфон Honor 200 8/256Gb,  изумрудный зеленый;39990₽;5;https://www.citilink.ru/product/smartfon-honor-200-256gb-8gb-izumrudnyi-zelenyi-3g-4g-2sim-6-7-amoled-2028608/
Смартфон REALME 12 8/256Gb,  RMX3871,  зеленый малахит;21990₽;4.4;https://www.citilink.ru/product/smartfon-realme-12-4g-rmx3871-256gb-8gb-zelenyi-3g-4g-2sim-6-67-amoled-2028074/
Смартфон INFINIX Note 40 Pro+ 5G 12/256Gb,  X6851B,  зеленый;36990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-5g-x6851b-256gb-12gb-zelenyi-3g-4g-6-78-1-2024022/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  голубой;27990₽;4.5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-goluboi-3g-4g-6-6-10-2019260/
Смартфон Huawei nova Y61 4/128Gb,  EVE-LX9N,  синий;13990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-y61-4-128gb-eve-lx9n-sinii-2011648/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  фиолетовый;92990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-fioletovyi-2000205/
Смартфон Honor X8b 8/128Gb,  полночный черный;17990₽;5;https://www.citilink.ru/product/smartfon-honor-x8b-8-128gb-polnochnyi-chernyi-1998146/
Смартфон Apple iPhone 14 128Gb,  A2884,  фиолетовый;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-fioletovyi-1993348/
Смартфон Honor Magic 5 12/256Gb,  голубой ледяной;69580₽;4.8;https://www.citilink.ru/product/smartfon-honor-magic-5-12-256gb-goluboi-ledyanoi-1992214/
Смартфон Apple iPhone 15 128Gb,  A3090,  зеленый;85390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-128gb-a3090-zelenyi-1982729/
Смартфон Xiaomi Poco F5 8/256Gb,  синий;44990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f5-8-256gb-sinii-1924740/
Смартфон Xiaomi Redmi Note 12S 6/128Gb,  голубой;25990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-12s-6-128gb-goluboi-1924734/
Смартфон INFINIX Hot 30 4/128Gb,  X6831,  черный;13990₽;5;https://www.citilink.ru/product/smartfon-infinix-hot-30-4-128gb-x6831-chernyi-1914737/
Смартфон INFINIX Hot 30 8/128Gb,  X6831,  белый;16990₽;4.5;https://www.citilink.ru/product/smartfon-infinix-hot-30-8-128gb-x6831-belyi-1914525/
Смартфон iQOO Z9 12/512Gb,  черный;41990₽;;https://www.citilink.ru/product/smartfon-iqoo-z9-512gb-12gb-chernyi-3g-4g-6-78-amoled-1260x2800-and14-2065569/
Смартфон ITEL P65 6/256Gb,  P671LN,  красный;13990₽;5;https://www.citilink.ru/product/smartfon-itel-p65-p671ln-256gb-6gb-krasnyi-3g-4g-2sim-6-67-ips-720x160-2052148/
Смартфон Samsung Galaxy A06 6/128Gb,  SM-A065F,  черный;13990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-128gb-6gb-chernyi-3g-4g-6-7-720x1-2063110/
Смартфон Apple iPhone 15 256Gb,  A3090,  розовый;98290₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-a3090-256gb-rozovyi-3g-4g-1sim-6-1-ios-17-802-1982735/
Смартфон Apple iPhone 16 128Gb,  A3287,  розовый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-rozovyi-2063152/
Смартфон TECNO Spark 30 8/256Gb,  черный;13990₽;;https://www.citilink.ru/product/smartfon-tecno-spark-30-256gb-8gb-chernyi-3g-4g-6-67-720x1600-and13-50-2061578/
Смартфон Apple iPhone 16 Pro Max 256Gb,  A3297,  титан;181890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-256gb-a3297-titan-2060487/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  бежевый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-bezhevyi-titan-2060389/
Смартфон GOOGLE Pixel 9 Pro XL 16/256Gb,  розовый;150990₽;;https://www.citilink.ru/product/smartfon-google-9-pro-xl-256gb-16gb-rozovyi-3g-4g-2sim-6-8-oled-1344x2-2059307/
Смартфон GOOGLE Pixel 9 Pro XL 16/256Gb,  серый;150990₽;;https://www.citilink.ru/product/smartfon-google-9-pro-xl-256gb-16gb-seryi-3g-4g-2sim-6-8-oled-1344x299-2059304/
Смартфон Xiaomi Mix Flip 12/512Gb,  2405CPX3DG,  черный;129990₽;;https://www.citilink.ru/product/smartfon-xiaomi-mix-flip-2405cpx3dg-512gb-12gb-chernyi-3g-4g-6-86-1224-2058582/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  серый;69990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-seryi-3g-4g-6-7-1080-2058093/
Смартфон Samsung Galaxy S24 FE 8/128Gb,  SM-S721B,  серый;64990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-128gb-8gb-seryi-3g-4g-6-7-1080-2058084/
Смартфон Apple iPhone 16 128Gb,  A3287,  розовый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-rozovyi-2057439/
Смартфон Apple iPhone 16 128Gb,  A3287,  белый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-belyi-2057438/
Смартфон Xiaomi 14T 12/512Gb,  2406APNFAG,  лайм;56990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14t-2406apnfag-512gb-12gb-laim-3g-4g-6-36-1200x2670-an-2055790/
"Смартфон Apple iPhone 12 Pro Max 256Gb ""Как новый"",  A2411,  графитовый";89990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-a2411-256gb-6gb-kak-novyi-grafit-3g-4-2044467/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  серый;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-8gb-seryi-3g-4g-6-7-2031496/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  желтый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-zheltyi-3g-4g-6-2031488/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  мятный;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-myatnyi-3g-4g-6-2031469/
Смартфон Samsung Galaxy Z Fold 6 12/512Gb,  SM-F956B,  синий;199990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-512gb-12gb-sinii-3g-4g-7-2031412/
Смартфон Xiaomi Redmi 13 6/128 Gb,  черный;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-chernyi-3g-4g-2sim-6-79-ips-1080x24-2029540/
Смартфон Huawei Pura 70 12/256Gb,  ADY-LX9,  розовый;59990₽;;https://www.citilink.ru/product/smartfon-huawei-pura70-ady-lx9-256gb-12gb-rozovyi-3g-4g-6-67-1080x2400-2021537/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  желтый;34990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-zheltyi-3g-4g-6-6-10-2011557/
Смартфон ITEL P55 8/128Gb,  A666LN,  голубой;10490₽;5;https://www.citilink.ru/product/smartfon-itel-p55-8-128gb-a666ln-goluboi-2010159/
Смартфон Samsung Galaxy S24 Ultra 12/512Gb,  черный титан;129990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-512gb-sm-s928b-chernyi-titan-2004295/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  черный;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-chernyi-2004291/
Смартфон Honor Magic V2 16/512Gb,  фиолетовый;139990₽;5;https://www.citilink.ru/product/smartfon-honor-magic-v2-16-512gb-fioletovyi-2000756/
Смартфон ITEL A70 3/128Gb,  A665L,  зеленый;6990₽;5;https://www.citilink.ru/product/smartfon-itel-a70-3-128gb-a665l-zelenyi-1997702/
Смартфон Samsung Galaxy S23 FE 8/128Gb,  SM-S711B,  фиолетовый;56790₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-fe-5g-8-128gb-sm-s711b-fioletovyi-1983314/
Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  титан;211490₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-max-1tb-a3108-titan-1981745/
Смартфон Xiaomi Poco X5 5G 6/128Gb,  черный;28990₽;4.8;https://www.citilink.ru/product/smartfon-xiaomi-poco-x5-5g-6-128gb-chernyi-1901557/
Смартфон Samsung Galaxy A16 8/256Gb,  SM-A165F,  серебристый;21190₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a16-sm-a165f-256gb-4gb-seryi-3g-4g-6-7-1080x23-2069262/
Смартфон Samsung Galaxy A16 8/256Gb,  SM-A165F,  черный;21190₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a16-sm-a165f-256gb-4gb-chernyi-3g-4g-6-7-1080x-2069261/
Смартфон Samsung Galaxy A06 6/128Gb,  SM-A065F,  золотистый;13990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-128gb-6gb-zolotistyi-3g-4g-6-7-72-2063115/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  темно-синий;34990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-temno-sinii-3g-4g-6-2066281/
Смартфон Samsung Galaxy S21 FE 8/128Gb,  SM-G990E,  белый;42990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s21-fe-sm-g990e-128gb-8gb-belyi-3g-4g-6-4-1080-2065857/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  голубой;27990₽;4.5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-goluboi-3g-4g-6-6-10-2019260/
Смартфон Huawei nova Y61 4/128Gb,  EVE-LX9N,  синий;13990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-y61-4-128gb-eve-lx9n-sinii-2011648/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  фиолетовый;92990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-fioletovyi-2000205/
